nom;pays;region;localite;type_etab;code_etab;regime;annee_scolaire
BADINGA;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00001;Public;2016-2017
BALAVE A;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00002;Public;2016-2017
BALAVE B;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00003;Public;2016-2017
DOGO;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00004;Public;2016-2017
GAMA;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00005;Public;2016-2017
HASBIALAYE;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00006;Public;2016-2017
LAGO;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00007;Public;2016-2017
LAWARAKUY;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00008;Public;2016-2017
TANGOUNA;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00009;Public;2016-2017
YASSO A;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00010;Public;2016-2017
YASSO B;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00011;Public;2016-2017
HASBIALAYE;BF;Boucle du Mouhoun;BALAVE;École primaire;BF-00012;Public;2016-2017
BAMBARASSO;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00013;Public;2016-2017
BANKOUMA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00014;Public;2016-2017
BOURAWALE;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00015;Public;2016-2017
DIMA LANFIERA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00016;Public;2016-2017
DIONTALA A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00017;Public;2016-2017
DIONTALA B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00018;Public;2016-2017
FINI;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00019;Public;2016-2017
KELWORO;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00020;Public;2016-2017
KODARA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00021;Public;2016-2017
KOUKA A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00022;Public;2016-2017
KOUKA B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00023;Public;2016-2017
KOUKA C;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00024;Public;2016-2017
KOUKA D;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00025;Public;2016-2017
KOUKA E;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00026;Public;2016-2017
KOUKA F;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00027;Public;2016-2017
KOULAKOU;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00028;Public;2016-2017
KOUROUMANI A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00029;Public;2016-2017
KOUROUMANI B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00030;Public;2016-2017
LIABA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00031;Public;2016-2017
MAHOUANA A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00032;Public;2016-2017
MAHOUANA B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00033;Public;2016-2017
MOLLE;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00034;Public;2016-2017
MOLLE KOTOU A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00035;Public;2016-2017
MOLLE KOTOU B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00036;Public;2016-2017
OUARANKO;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00037;Public;2016-2017
OUNA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00038;Public;2016-2017
SAINT-MICHEL;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00039;Public;2016-2017
SALLE;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00040;Public;2016-2017
SAMA A;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00041;Public;2016-2017
SAMA B;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00042;Public;2016-2017
SATRE;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00043;Public;2016-2017
SELENKORO;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00044;Public;2016-2017
SIRABADARA;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00045;Public;2016-2017
SIWI;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00046;Public;2016-2017
SIWI-KOTOU;BF;Boucle du Mouhoun;KOUKA;École primaire;BF-00047;Public;2016-2017
BONKOROWE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00048;Public;2016-2017
DERE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00049;Public;2016-2017
DIMA;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00050;Public;2016-2017
DIMIBO;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00051;Public;2016-2017
FELOUE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00052;Public;2016-2017
PRIWE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00053;Public;2016-2017
SAGOETA;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00054;Public;2016-2017
SAMI;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00055;Public;2016-2017
SEINDE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00056;Public;2016-2017
SIGUI;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00057;Public;2016-2017
SOGODJANKOLI HAMEAU;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00058;Public;2016-2017
SOGODJANKOLI VILLAGE;BF;Boucle du Mouhoun;SAMI;École primaire;BF-00059;Public;2016-2017
BENDOUGOU;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00060;Public;2016-2017
BERENKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00061;Public;2016-2017
BOLIBANA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00062;Public;2016-2017
DIO-SANABA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00063;Public;2016-2017
FOUNA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00064;Public;2016-2017
GNOUMAKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00065;Public;2016-2017
GOMBIO;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00066;Public;2016-2017
GOMINI-TENGA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00067;Public;2016-2017
KOOBA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00068;Public;2016-2017
KOSSO;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00069;Public;2016-2017
KOSSOBA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00070;Public;2016-2017
KOUNLA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00071;Public;2016-2017
MOUSSAKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00072;Public;2016-2017
NAMASSA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00073;Public;2016-2017
OUARAKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00074;Public;2016-2017
PEKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00075;Public;2016-2017
SANABA A;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00076;Public;2016-2017
SANABA B;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00077;Public;2016-2017
SANABA C;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00078;Public;2016-2017
SOROWA;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00079;Public;2016-2017
SOUMAKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00080;Public;2016-2017
YENKUY;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00081;Public;2016-2017
ZIGA A;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00082;Public;2016-2017
ZIGA B;BF;Boucle du Mouhoun;SANABA;École primaire;BF-00083;Public;2016-2017
DESSE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00084;Public;2016-2017
DINKORO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00085;Public;2016-2017
DIRA A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00086;Public;2016-2017
DIRA B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00087;Public;2016-2017
DISSANKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00088;Public;2016-2017
KOAKOA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00089;Public;2016-2017
KOMA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00090;Public;2016-2017
LEKORO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00091;Public;2016-2017
LERA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00092;Public;2016-2017
MASSO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00093;Public;2016-2017
MOUSSAKONGO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00094;Public;2016-2017
POUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00095;Public;2016-2017
SOLENZO A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00096;Public;2016-2017
SOLENZO C;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00097;Public;2016-2017
BAMA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00098;Public;2016-2017
BAN A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00099;Public;2016-2017
BAN B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00100;Public;2016-2017
BENA A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00101;Public;2016-2017
BENA B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00102;Public;2016-2017
BENA C;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00103;Public;2016-2017
BIALE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00104;Public;2016-2017
GNASSOUMADOUGOU;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00105;Public;2016-2017
LANFIERA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00106;Public;2016-2017
MAHOUE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00107;Public;2016-2017
SIG NOOGHIN A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00108;Public;2016-2017
SIG-NOOGHIN B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00109;Public;2016-2017
SOLENZO E;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00110;Public;2016-2017
TAMA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00111;Public;2016-2017
TOUKORO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00112;Public;2016-2017
YARAKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00113;Public;2016-2017
YERESSORO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00114;Public;2016-2017
BAYE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00115;Public;2016-2017
BENDRETENGA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00116;Public;2016-2017
BOEMAHOUN;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00117;Public;2016-2017
BONZA A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00118;Public;2016-2017
BONZA B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00119;Public;2016-2017
BOUNKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00120;Public;2016-2017
DABOURA A;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00121;Public;2016-2017
DABOURA B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00122;Public;2016-2017
DARSALAMY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00123;Public;2016-2017
DINKIENA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00124;Public;2016-2017
GOMBELE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00125;Public;2016-2017
HEREDOUGOU;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00126;Public;2016-2017
KIE "A";BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00127;Public;2016-2017
KIE "B";BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00128;Public;2016-2017
MONTIONKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00129;Public;2016-2017
PIMPISSE;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00130;Public;2016-2017
RAMTENGA;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00131;Public;2016-2017
SANAKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00132;Public;2016-2017
SANKUY;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00133;Public;2016-2017
SOLENZO B;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00134;Public;2016-2017
SOLENZO D;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00135;Public;2016-2017
TANSOMBO;BF;Boucle du Mouhoun;SOLENZO;École primaire;BF-00136;Public;2016-2017
BASNERE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00137;Public;2016-2017
BEN;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00138;Public;2016-2017
BOKUY;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00139;Public;2016-2017
BOUAN;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00140;Public;2016-2017
DARSALAM;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00141;Public;2016-2017
DOUBAKUY;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00142;Public;2016-2017
DOUMA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00143;Public;2016-2017
DRIKO;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00144;Public;2016-2017
FASO BENKADI;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00145;Public;2016-2017
FELEWE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00146;Public;2016-2017
GUY;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00147;Public;2016-2017
KELLE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00148;Public;2016-2017
KIRA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00149;Public;2016-2017
KOALI;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00150;Public;2016-2017
KOKOUNA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00151;Public;2016-2017
KORANI;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00152;Public;2016-2017
KOUNENI;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00153;Public;2016-2017
MOARA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00154;Public;2016-2017
NAMSIGUIYA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00155;Public;2016-2017
NANGOUNA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00156;Public;2016-2017
OROWE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00157;Public;2016-2017
OULENI;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00158;Public;2016-2017
TAMOUGA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00159;Public;2016-2017
TANSILA A;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00160;Public;2016-2017
TANSILA B;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00161;Public;2016-2017
TANSILA C;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00162;Public;2016-2017
THY;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00163;Public;2016-2017
TILLE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00164;Public;2016-2017
TIRAKUY;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00165;Public;2016-2017
TOMA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00166;Public;2016-2017
TOMAKOURA;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00167;Public;2016-2017
TOULA HAMEAU;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00168;Public;2016-2017
TOULA VILLAGE;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00169;Public;2016-2017
TOUNGO;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00170;Public;2016-2017
TRIKO;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00171;Public;2016-2017
YELKOTO;BF;Boucle du Mouhoun;TANSILA;École primaire;BF-00172;Public;2016-2017
BABAKUY;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00173;Public;2016-2017
BANGASSI;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00174;Public;2016-2017
BARANI;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00175;Public;2016-2017
BARANI B;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00176;Public;2016-2017
BERMA;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00177;Public;2016-2017
BOULEMPOUROU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00178;Public;2016-2017
CISSE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00179;Public;2016-2017
DAMAHOUN;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00180;Public;2016-2017
DOURE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00181;Public;2016-2017
ILLA;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00182;Public;2016-2017
KAMANKADOUGOU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00183;Public;2016-2017
KAREKUY;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00184;Public;2016-2017
KESSEKUY;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00185;Public;2016-2017
KINSERE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00186;Public;2016-2017
KOLONKAN GOURE DIALLO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00187;Public;2016-2017
KORONI-KOURA;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00188;Public;2016-2017
KOUBE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00189;Public;2016-2017
KOULEROU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00190;Public;2016-2017
MANEKUY;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00191;Public;2016-2017
MANTAMOU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00192;Public;2016-2017
MEDOUGOU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00193;Public;2016-2017
NABASSO SOUDOGO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00194;Public;2016-2017
NIAKO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00195;Public;2016-2017
NIENANOU;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00196;Public;2016-2017
OUERESSE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00197;Public;2016-2017
SIEKORO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00198;Public;2016-2017
SOKOURA;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00199;Public;2016-2017
TIRA -DJENWELY;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00200;Public;2016-2017
TOROKOTO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00201;Public;2016-2017
WEREBERE;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00202;Public;2016-2017
YALANKORO;BF;Boucle du Mouhoun;BARANI;École primaire;BF-00203;Public;2016-2017
BANANKORO;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00204;Public;2016-2017
BOGO;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00205;Public;2016-2017
BOMBOROKUY A;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00206;Public;2016-2017
BOMBOROKUY B;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00207;Public;2016-2017
BOREKUY;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00208;Public;2016-2017
DANEKUY;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00209;Public;2016-2017
GOMBELE;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00210;Public;2016-2017
KOMONKUY;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00211;Public;2016-2017
MARIASSO;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00212;Public;2016-2017
NIANKUINI;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00213;Public;2016-2017
SADIGAN;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00214;Public;2016-2017
SAKO;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00215;Public;2016-2017
SOUANKUY;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00216;Public;2016-2017
TIRAKUY;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00217;Public;2016-2017
YALLO;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00218;Public;2016-2017
YEVEDOUGOU;BF;Boucle du Mouhoun;BOMBOROKUY;École primaire;BF-00219;Public;2016-2017
BARAKUY;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00220;Public;2016-2017
BOUNI;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00221;Public;2016-2017
BOURASSO A;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00222;Public;2016-2017
BOURASSO B;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00223;Public;2016-2017
DIAMASSO;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00224;Public;2016-2017
KAMIANKORO;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00225;Public;2016-2017
KODOUGOU FERME MILITAIRE;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00226;Public;2016-2017
KODOUGOU VILLAGE;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00227;Public;2016-2017
LABARANI;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00228;Public;2016-2017
LEKUY;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00229;Public;2016-2017
LEMINI;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00230;Public;2016-2017
NOKUY;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00231;Public;2016-2017
SIKORO;BF;Boucle du Mouhoun;BOURASSO;École primaire;BF-00232;Public;2016-2017
BA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00233;Public;2016-2017
BANKOUMA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00234;Public;2016-2017
BERKOUE;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00235;Public;2016-2017
BIDA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00236;Public;2016-2017
DJIBASSO A;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00237;Public;2016-2017
DJIBASSO B;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00238;Public;2016-2017
IRA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00239;Public;2016-2017
KANSARA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00240;Public;2016-2017
KOLONKAN II;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00241;Public;2016-2017
KOLONZO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00242;Public;2016-2017
KOMBORI;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00243;Public;2016-2017
NAIRENA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00244;Public;2016-2017
OUROUKO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00245;Public;2016-2017
PARANZO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00246;Public;2016-2017
PIA 1;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00247;Public;2016-2017
POUE;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00248;Public;2016-2017
SABA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00249;Public;2016-2017
SIRAKORO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00250;Public;2016-2017
SOUMOUKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00251;Public;2016-2017
SOUNE;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00252;Public;2016-2017
SOYE;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00253;Public;2016-2017
TIEME;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00254;Public;2016-2017
VORO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00255;Public;2016-2017
BARA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00256;Public;2016-2017
BONOUA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00257;Public;2016-2017
BOUAKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00258;Public;2016-2017
BOURIO;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00259;Public;2016-2017
DIEKUINI;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00260;Public;2016-2017
DJIBASSO C;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00261;Public;2016-2017
GNIMINI;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00262;Public;2016-2017
KIE;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00263;Public;2016-2017
KIRA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00264;Public;2016-2017
MAHOULENA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00265;Public;2016-2017
MANIDARA;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00266;Public;2016-2017
OUAROKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00267;Public;2016-2017
SAKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00268;Public;2016-2017
SAMEKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00269;Public;2016-2017
TYENEKUY;BF;Boucle du Mouhoun;DJIBASSO;École primaire;BF-00270;Public;2016-2017
AYOUBAKOLON;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00271;Public;2016-2017
BONIKUY;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00272;Public;2016-2017
DAR ES SALAM;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00273;Public;2016-2017
DASSI;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00274;Public;2016-2017
DENISSA;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00275;Public;2016-2017
DOKUY;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00276;Public;2016-2017
DOUBALE;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00277;Public;2016-2017
GASSINGO;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00278;Public;2016-2017
GONI A;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00279;Public;2016-2017
ILABEKOLON;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00280;Public;2016-2017
KAMADENA;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00281;Public;2016-2017
KANADOUGOU;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00282;Public;2016-2017
KARASSO;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00283;Public;2016-2017
KEMENSO;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00284;Public;2016-2017
KENEKUY;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00285;Public;2016-2017
KOLONIDARA;BF;Boucle du Mouhoun;DOKUY;École primaire;BF-00286;Public;2016-2017
