nom;pays;region;localite;type_etab;code_etab;regime;annee_scolaire
Unité Supérieure Privée de Formation et de Gestion des Affaires UPFGA-Sup;ML;Bamako;Bamako-Sébénikoro;Université;MLI-0267;Privé;2024-2025
Université Africaine de Management des Sciences Appliquées et de Télécommunications UAMSAT;ML;Bamako;Bamako-Kalabancoro;Université;MLI-0268;Privé;2024-2025
Université Africaine des Sciences-Mali UAS-Mali;ML;Bamako;Bamako-Kalaban-Coura;Université;MLI-0269;Privé;2024-2025
Université Catholique de l’Afrique de l’Ouest / Unité Universitaire de Bamako UCAO/UUBa;ML;Bamako;Bamako-Hamdallaye;Université;MLI-0270;Privé;2024-2025
Université Internationale Privée d’Excellence UIPE;ML;Bamako;Bamako-Badalabougou;Université;MLI-0271;Privé;2024-2025
Université Kankou Moussa UKM;ML;Bamako;Bamako-Hippodrome;Université;MLI-0272;Privé;2024-2025
Université Lafia de Koutiala;ML;Bamako;Hamdallaye, Koutiala;Université;MLI-0273;Privé;2024-2025
Université Polytechnique Privée Alfred Garçon UPAG;ML;Bamako;Bamako-Quinzambougou;Université;MLI-0274;Privé;2024-2025
Université polytechnique Privée d’Excellence Toubacoro Alhassane DOUCOURE UPETAD;ML;Koulikoro;Dialakorodji Kognoumani -(Kati);Université;MLI-0275;Privé;2024-2025
Université Privée Africaine Franco-Arabe UPAFA;ML;Koulikoro;Kati-Titibougou;Université;MLI-0276;Privé;2024-2025
Université Privée Ahmed Baba UPAB;ML;Bamako;Bamako-Sotuba;Université;MLI-0277;Privé;2024-2025
Université Privée Al-Moustapha du Mali UPAMM;ML;Bamako;Hamdallaye ACI 2000 - Bamako;Université;MLI-0278;Privé;2024-2025
Université Privée Albakaye TRAORE UPAT;ML;Bamako;Kalabancoro - Kati;Université;MLI-0279;Privé;2024-2025
Université Privée Alou KONE UPAK;ML;Bamako;Tièbani - Kalabancoro (Kati);Université;MLI-0280;Privé;2024-2025
Université Privée Américano-Malienne UPAMA;ML;Bamako;Kalabancoura ACI Bamako;Université;MLI-0281;Privé;2024-2025
Université Privée Att-Awoune UPA;ML;Bamako;Niamakoro - Bamako;Université;MLI-0282;Privé;2024-2025
Université Privée Boubacar SAYE UPBS;ML;Bamako;Bamako-Commune VI;Université;MLI-0283;Privé;2024-2025
Université Privée Cheickné DIALLO;ML;Koulikoro;Noumorila - Kati ville;Université;MLI-0284;Privé;2024-2025
Université Privée de Balanzan de Ségou;ML;Ségou;Sékoro Sud - Ségou;Université;MLI-0285;Privé;2024-2025
Université Privée de Gestion et du Développement Durable UniPGDD;ML;Bamako;Bamako Banankabougou SEMA;Université;MLI-0286;Privé;2024-2025
Université Privée de Kayes UPK;ML;Kayes;Kayes - Diyala;Université;MLI-0287;Privé;2024-2025
Université Privée de l’Excellence Yeah SAMAKE;ML;Bougouni;Ouélessebougou (Région de Bougouni);Université;MLI-0288;Privé;2024-2025
Université Privée de Management et de Technologies Tropicales UPM2T;ML;Bamako;Bamako-Badalabougou;Université;MLI-0289;Privé;2024-2025
Université Privée des Sciences Techniques et de Développement UPSTD;ML;Bamako;Bamako -Doumanzana, Commune I;Université;MLI-0290;Privé;2024-2025
Université Privée du Kénédougou UP-KENEDOUGOU;ML;Sikasso;Ancien Aéroport - Sikasso ville;Université;MLI-0291;Privé;2024-2025
Université Privée du Sahel UPS;ML;Bamako;Bamako-Hamdallaye ACI;Université;MLI-0292;Privé;2024-2025
Université Privée Félix Houphouët BOIGNY du Mali UPFHOB-MALI;ML;Koulikoro;Moribabougou - Kati;Université;MLI-0293;Privé;2024-2025
Université Privée Franco-Arabe Amadou CISSE UPFAC;ML;Bamako;Kalabancoro - Bamako;Université;MLI-0294;Privé;2024-2025
Université Privée IDH International-Mali UP2IM;ML;Bamako;Bacodjicoroni - Bamako;Université;MLI-0295;Privé;2024-2025
Université Privée Klevire UP-KLEV;ML;;Non précisé;Université;MLI-0296;Privé;2024-2025
Université Privée La Mémoire Supérieure MEMO-SUP;ML;Bamako;Bamako-Djélibougou;Université;MLI-0297;Privé;2024-2025
Université Privée LE VERDIER UPV;ML;Bamako;Bamako-Kalabancoura;Université;MLI-0298;Privé;2024-2025
Université Privée les Grands Biasson UPGB;ML;;Non précisé;Université;MLI-0299;Privé;2024-2025
Université Privée Mary Saint Claire UPMSC;ML;Bamako;Bamako-Hamdallaye;Université;MLI-0300;Privé;2024-2025
Université Privée Modibo Kane Dilly UPMKD;ML;Bamako;Bamako-Baco-Djicoroni Golf;Université;MLI-0301;Privé;2024-2025
Université Privée Mont plaisir Tunis à Bamako UPMT;ML;Bamako;Bamako-Hamdallaye ACI 2000;Université;MLI-0302;Privé;2024-2025
Université Privée Roi Khaled Ben Abdoul Aziz UPRKBA;ML;Bamako;Bamako-Badialan I;Université;MLI-0303;Privé;2024-2025
Université Privée Souleymane SACKO de Ségou UPSS;ML;Ségou;Sido-Soninkoura - Ségou;Université;MLI-0304;Privé;2024-2025
Université Scientifique Libre de Bamako USLB;ML;Bamako;Bamako-Sébénikoro;Université;MLI-0305;Privé;2024-2025
Ecole nationale d'Ingénieur - Abderhamane Baba Touré (ENI-ABT);ML;;Non précisé;Université;MLI-0306;Établissement supérieur référencé WHED;2024-2025
Institut africain de Formation en Pédagogie, Recherche et Evaluation de la Santé (IAFPRESS);ML;;Non précisé;Université;MLI-0307;Établissement supérieur référencé WHED;2024-2025
Institut africain de Management – Institut Africain de Management – IAM Bamako (IAM);ML;;Non précisé;Université;MLI-0308;Établissement supérieur référencé WHED;2024-2025
Institut privé africain de Technologies et de Management (IPTMA);ML;;Non précisé;Université;MLI-0309;Établissement supérieur référencé WHED;2024-2025
Université africaine de Management, des Sciences appliquées et de Télécommunications (UAMSAT);ML;;Non précisé;Université;MLI-0310;Établissement supérieur référencé WHED;2024-2025
Complexe universitaire polytechnique privé Balla Traoré (CUPP-BALLAT);ML;;Non précisé;Université;MLI-0311;Établissement supérieur référencé WHED;2024-2025
Complexe scolaire et universitaire privé Bazo (CSUP-BAZO);ML;;Non précisé;Université;MLI-0312;Établissement supérieur référencé WHED;2024-2025
Université catholique de l’Afrique de l’Ouest - Unité universitaire de Bamako (UCAO-UUBa);ML;;Non précisé;Université;MLI-0313;Établissement supérieur référencé WHED;2024-2025
Centre du Droit bancaire et des Affaires (CDBA);ML;;Non précisé;Université;MLI-0314;Établissement supérieur référencé WHED;2024-2025
Centre d’Etudes et de Formation en Informatique et Bureautique (CEFIB);ML;;Non précisé;Université;MLI-0315;Établissement supérieur référencé WHED;2024-2025
