nom;pays;region;localite;type_etab;code_etab;regime;annee_scolaire
COMPLEXE SCOLAIRE DEO GRACIAS;CD;Kinshasa;NGALIEMA;École maternelle;P1150;Privé;2024-2025
COMPLEXE SCOLAIRE HOMO SAPIENS / SECONDAIRE;CD;Kinshasa;BARUMBU;Lycée;P1153;Privé;2024-2025
COMPLEXE SCOLAIRE HOMO SAPIENS / SECONDAIRE;CD;Kinshasa;BARUMBU;Lycée;P1153-59;Privé;2024-2025
COLLEGE MAMAN MULEHA;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1158;Privé;2024-2025
COMPLEXE SCOLAIRE LES BAMBINS AU LYCEE ROYAL;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1159;Privé;2024-2025
COMPLEXE SCOLAIRE LES BAMBINS AU LYCEE ROYAL;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1159-62;Privé;2024-2025
COLLEGE REV GEDEON;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1188;Privé;2024-2025
COLLEGE BERACA BLESI;CD;Kinshasa;LINGWALA;École primaire;P1197;Privé;2024-2025
LYCEE TECHNIQUE PROFESSIONNEL MAMAN EKILA;CD;Kinshasa;LINGWALA;À vérifier;P1214;Privé;2024-2025
LYCEE TECHNIQUE PROFESSIONNEL MAMAN EKILA;CD;Kinshasa;LINGWALA;Lycée;P1214-66;Privé;2024-2025
ECOLE PRIMAIRE COLLEGE SAINT NICOLAS;CD;Kinshasa;NGALIEMA;École primaire;P1240;Privé;2024-2025
COLLEGE REGINA PACIS;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1243;Privé;2024-2025
GROUPE SCOLAIRE MONT HERIMON;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1252;Privé;2024-2025
GROUPE SCOLAIRE MONT HERMON;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1261;Privé;2024-2025
COMPLEXE SCOLAIRE LE CHANDELIER;CD;Kinshasa;NGALIEMA;École primaire;P127;Privé;2024-2025
ECOLE PRIMAIRE TUMBA;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1276;Privé;2024-2025
COLLEGE MAMAN MULEHU;CD;Kinshasa;NGALIEMA;À vérifier;P1293;Privé;2024-2025
COLLEGE FRERE ZUZA;CD;Kinshasa;KINTAMBO;École maternelle;P1303;Privé;2024-2025
COMPLEXE SCOLAIRE ST MUKASA;CD;Kinshasa;NGALIEMA;École primaire;P1313;Privé;2024-2025
COMPLEXE SCOLAIRE SHEIKH HADAN BEI;CD;Kinshasa;GOMBE;Lycée;P132;Privé;2024-2025
ECOLE PRIMAIRE KOBOTA ELENGI;CD;Kinshasa;LINGWALA;École primaire;P1335;Privé;2024-2025
COMPLEXE SCOLAIRE IMANI;CD;Kinshasa;NGALIEMA;École primaire;P1337;Privé;2024-2025
COMPLEXE SCOLAIRE LA SOMMITE;CD;Kinshasa;NGALIEMA;École maternelle;P1341;Privé;2024-2025
COMPLEXE SCOLAIRE VIDEO 2;CD;Kinshasa;NGALIEMA;École maternelle;P1346;Privé;2024-2025
COMPLEXE SCOLAIRE DIEU EST AMOUR;CD;Kinshasa;NGALIEMA;École maternelle;P1350;Privé;2024-2025
COMPLEXE SCOLAIRE BRIN D EVEIL;CD;Kinshasa;NGALIEMA;École primaire;P1354;Privé;2024-2025
COMPLEXE SCOLAIRE DIEU EST SAUVEUR;CD;Kinshasa;NGALIEMA;École primaire;P1358;Privé;2024-2025
ECOLE MATERNELLE CHRIST SAUVEUR;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1364;Privé;2024-2025
COMPLEXE SCOLAIRE VIDEO 2;CD;Kinshasa;NGALIEMA;École primaire;P1365;Privé;2024-2025
COLLEGE J AIME MON PAYS;CD;Kinshasa;NGALIEMA;École primaire;P1376;Privé;2024-2025
COMPLEXE SCOLAIRE PAPA MUABI;CD;Kinshasa;GOMBE;École maternelle;P138;Privé;2024-2025
COMPLEXE SCOLAIRE ADAN 2;CD;Kinshasa;NGALIEMA;École primaire;P1382;Privé;2024-2025
COMPLEXE SCOLAIRE OKAPI/SEC;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1394;Privé;2024-2025
ECOLE MATERNELLE TUMBA;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1401;Privé;2024-2025
ECOLE PRIMAIRE TUMBA;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1405;Privé;2024-2025
ECOLE REV. KIM/KINTAMBO;CD;Kinshasa;NGALIEMA;École maternelle;P1410;Privé;2024-2025
LYCEE SAINTE MATERDEI;CD;Kinshasa;NGALIEMA;École maternelle;P1414;Privé;2024-2025
GROUPE SCOLAIRE TUMBA;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1416;Privé;2024-2025
ECOLE BEREE;CD;Kinshasa;NGALIEMA;École maternelle;P1419;Privé;2024-2025
LYCEE SAINTE MARIE;CD;Kinshasa;NGALIEMA;École primaire;P1421;Privé;2024-2025
GROUPE SCOLAIRE BANZA;CD;Kinshasa;NGALIEMA;À vérifier;P1424;Privé;2024-2025
ECOLE MATERNELLE SAINTE MARIE 2;CD;Kinshasa;NGALIEMA;École maternelle;P1430;Privé;2024-2025
COMPLEXE SCOLAIRE MAMA ELISABETH / PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1431;Privé;2024-2025
ECOLE PRIMAIRE MBUNGU;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1434;Privé;2024-2025
ECOLE NISI;CD;Kinshasa;NGALIEMA;École maternelle;P1436;Privé;2024-2025
ECOLE MATERNELLE LE GRENIER;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1448;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT NORBERT / PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1451;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT NORBERT;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1453;Privé;2024-2025
ECOLE MATERNELLE MATONDO;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1463;Privé;2024-2025
COMPLEXE SCOLAIRE ST MAKASA;CD;Kinshasa;NGALIEMA;École maternelle;P1466;Privé;2024-2025
COMPLEXE SCOLAIRE LA FONTAINE;CD;Kinshasa;NGALIEMA;Lycée;P1467;Privé;2024-2025
COMPLEXE SCOLAIRE LA FONTAINE;CD;Kinshasa;NGALIEMA;Lycée;P1467-108;Privé;2024-2025
ECOLE PRIMAIRE CHRETIENNE LE REJET;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1480;Privé;2024-2025
COMPLEXE SCOLAIRE CS MA FAMILLE;CD;Kinshasa;NGALIEMA;École maternelle;P1482;Privé;2024-2025
ECOLE PRIMAIRE CHRETIENNE LE REJETON;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1488;Privé;2024-2025
COMPLEXE SCOLAIRE GS GRACIA 2 / SECONDAIRE;CD;Kinshasa;NGALIEMA;Lycée;P1491;Privé;2024-2025
COMPLEXE SCOLAIRE GS GRACIA 2 / SECONDAIRE;CD;Kinshasa;NGALIEMA;Lycée;P1491-113;Privé;2024-2025
COMPLEXE SCOLAIRE AKILI NI MALI;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1505;Privé;2024-2025
GROUPE SCOLAIRE LANZIA;CD;Kinshasa;NGALIEMA;Lycée;P1516;Privé;2024-2025
COMPLEXE SCOLAIRE MBUNGU;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1522;Privé;2024-2025
GROUPE SCOLAIRE LENIRE;CD;Kinshasa;LINGWALA;École maternelle;P1523;Privé;2024-2025
COMPLEXE SCOLAIRE KUNTWALA / MATERNELLE;CD;Kinshasa;NGALIEMA;École maternelle;P1529;Privé;2024-2025
GROUPE SCOLAIRE GRACIA/PRIM;CD;Kinshasa;NGALIEMA;École primaire;P1532;Privé;2024-2025
GROUPE SCOLAIRE GRACIA 2;CD;Kinshasa;NGALIEMA;École maternelle;P1533;Privé;2024-2025
GROUPE SCOLAIRE GS LES KROU KROU LES PETITS PIGEON;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1534;Privé;2024-2025
GROUPE SCOLAIRE LES COLOMBE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1543;Privé;2024-2025
GROUPE SCOLAIRE GS KROU KROU LE PETIS PIGEON;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1547;Privé;2024-2025
COLLEGE ST DENIS;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1548;Privé;2024-2025
COMPLEXE SCOLAIRE LES OSCARS;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1552;Privé;2024-2025
COMPLEXE SCOLAIRE C E C DJECO BINZA;CD;Kinshasa;NGALIEMA;École maternelle;P1560;Privé;2024-2025
COMPLEXE SCOLAIRE ALENIA;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1564;Privé;2024-2025
GROUPE SCOLAIRE SAINT VINCENT;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1569;Privé;2024-2025
COMPLEXE SCOLAIRE CHRIST ROI/PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1572;Privé;2024-2025
GROUPE SCOLAIRE SAINT VINCENT DE PAUL;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1581;Privé;2024-2025
GROUPE SCOLAIRE SAINT VINCENT DE PAUL;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1581-131;Privé;2024-2025
COMPLEXE SCOLAIRE INST COEUR SACRE;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1591;Privé;2024-2025
COMPLEXE SCOLAIRE INST COEUR SACRE;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1591-133;Privé;2024-2025
COMPLEXE SCOLAIRE ALEXIA 2/SEC;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1601;Privé;2024-2025
COMPLEXE SCOLAIRE ALEXIA 2/SEC;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1601-135;Privé;2024-2025
COMPLEXE SCOLAIRE MUANAA/MAT;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1605;Privé;2024-2025
COMPLEXE SCOLAIRE LES BONS PETITS;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1607;Privé;2024-2025
COMPLEXE SCOLAIRE MUANDA / PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1609;Privé;2024-2025
COMPLEXE SCOLAIRE BETHANIA/PRIM;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1610;Privé;2024-2025
COMPLEXE SCOLAIRE BETHANIA;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1613;Privé;2024-2025
ECOLE BAYINAMENE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1615;Privé;2024-2025
COMPLEXE SCOLAIRE MUANDA / SECONDAIRE;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1619;Privé;2024-2025
COMPLEXE SCOLAIRE MUANDA / SECONDAIRE;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1619-143;Privé;2024-2025
COLLEGE CISANGA;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1621;Privé;2024-2025
COLLEGE CISANGA;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1621-145;Privé;2024-2025
COMPLEXE SCOLAIRE LES PETITS LUTIMO;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1634;Privé;2024-2025
COMPLEXE SCOLAIRE MAMA ELISABET;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1637;Privé;2024-2025
COMPLEXE SCOLAIRE LES ELITES / MATERNELLE;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1640;Privé;2024-2025
COMPLEXE SCOLAIRE LES ELITES / PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1646;Privé;2024-2025
COMPLEXE SCOLAIRE MA GLOIRE/PRIM;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1649;Privé;2024-2025
GROUPE SCOLAIRE MAMA TSIMBA;CD;Kinshasa;NGALIEMA;École primaire;P1651;Privé;2024-2025
COMPLEXE SCOLAIRE CS BOISSON ARDENT / MATERNELLE;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1655;Privé;2024-2025
COMPLEXE SCOLAIRE NYIRA/MAT;CD;Kinshasa;NGALIEMA;École maternelle;P1657;Privé;2024-2025
COLLEGE ST RAMS;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1661;Privé;2024-2025
COLLEGE ST RAMS;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1661-155;Privé;2024-2025
COMPLEXE SCOLAIRE CS BUISSON ARDENT / PRIMAIRE;CD;Kinshasa;NGALIEMA;École primaire;P1662;Privé;2024-2025
COMPLEXE SCOLAIRE NYIRA/PRIM;CD;Kinshasa;NGALIEMA;École primaire;P1663;Privé;2024-2025
ECOLE MATERNELLE ECAM;CD;Kinshasa;LINGWALA;École maternelle;P1667;Privé;2024-2025
COMPLEXE SCOLAIRE NYIRA/SEC;CD;Kinshasa;NGALIEMA;Lycée;P1669;Privé;2024-2025
GROUPE SCOLAIRE MBALA;CD;Kinshasa;NGALIEMA;École primaire;P1674;Privé;2024-2025
LYCEE LIZIBA/PRIMAIRE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1680;Privé;2024-2025
INSTITUT LE BAOBAB;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1681;Privé;2024-2025
INSTITUT LE BAOBAB;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1681-163;Privé;2024-2025
COMPLEXE SCOLAIRE BETHANIA;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1683;Privé;2024-2025
LYCEE BILINGWE CLAUDE MAFEMA;CD;Kinshasa;NGALIEMA;École primaire;P1687;Privé;2024-2025
LYCEE LIZIBA/SECONDAIRE;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1689;Privé;2024-2025
COMPLEXE SCOLAIRE CS ECOLE DU SAVOIR;CD;Kinshasa;NGALIEMA;École primaire;P1695;Privé;2024-2025
ECOLE MATERNELLE NOTRE DAME DE FATIMA;CD;Kinshasa;NGALIEMA;École maternelle;P1697;Privé;2024-2025
LYCEE SAINTE MARIE 2/ PRIMAIRE;CD;Kinshasa;NGALIEMA;École primaire;P1703;Privé;2024-2025
ECOLE DU FLAMBEAU;CD;Kinshasa;GOMBE;Lycée;P1706;Privé;2024-2025
COMPLEXE SCOLAIRE OKAPI;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1709;Privé;2024-2025
COMPLEXE SCOLAIRE BUISSON ARDENTS;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1712;Privé;2024-2025
COMPLEXE SCOLAIRE OKAPI;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1714;Privé;2024-2025
ECOLE ST JOSEPH;CD;Kinshasa;MONT-NGAFUL A;École primaire;P1717;Privé;2024-2025
COLLEGE MAMAN MULEHU;CD;Kinshasa;NGALIEMA;École primaire;P1737;Privé;2024-2025
LYCEE LUSANKAMA;CD;Kinshasa;NGALIEMA;École maternelle;P1739;Privé;2024-2025
COMPLEXE SCOLAIRE MARTIN KASONGO;CD;Kinshasa;NGALIEMA;École primaire;P1744;Privé;2024-2025
COMPLEXE SCOLAIRE NYOTA;CD;Kinshasa;KINTAMBO;École maternelle;P1756;Privé;2024-2025
COMPLEXE SCOLAIRE BIENHEUREUSE ANUARITE;CD;Kinshasa;GOMBE;École primaire;P1769;Privé;2024-2025
COMPLEXE SCOLAIRE BIENHEUREUSE ANUARITE;CD;Kinshasa;GOMBE;Lycée;P1774;Privé;2024-2025
GROUPE SCOLAIRE GS MONT HERMON;CD;Kinshasa;NGALIEMA;École primaire;P1787;Privé;2024-2025
COMPLEXE SCOLAIRE JOVIEMLY HIGH SCHOOL/MAT;CD;Kinshasa;NGALIEMA;École maternelle;P1795;Privé;2024-2025
COLLEGE COLLEGE ST CAIRE 2;CD;Kinshasa;NGALIEMA;École primaire;P1799;Privé;2024-2025
COMPLEXE SCOLAIRE COLLEGE STE CLAIRE/SEC;CD;Kinshasa;NGALIEMA;Lycée;P1800;Privé;2024-2025
COLLEGE MODERNE LE FICHIER;CD;Kinshasa;NGALIEMA;Lycée;P1841;Privé;2024-2025
ECOLE MATERNELLE LA COURONNE;CD;Kinshasa;NGALIEMA;École maternelle;P1854;Privé;2024-2025
ECOLE PRIMAIRE ECAM;CD;Kinshasa;LINGWALA;École primaire;P1943;Privé;2024-2025
COLLEGE APOTRE KHALIKIH;CD;Kinshasa;NGALIEMA;Lycée;P1952;Privé;2024-2025
COLLEGE BON CERVEAU;CD;Kinshasa;NGALIEMA;Lycée;P1956;Privé;2024-2025
COMPLEXE SCOLAIRE LA CONSOLATRICE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P196;Privé;2024-2025
COMPLEXE SCOLAIRE MOBATELI;CD;Kinshasa;NGALIEMA;École maternelle;P1961;Privé;2024-2025
COMPLEXE SCOLAIRE LA DESTINEE;CD;Kinshasa;KINSHASA;École maternelle;P1975;Privé;2024-2025
COMPLEXE SCOLAIRE BETHANIA/MATE;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P1978;Privé;2024-2025
COLLEGE MODERNE LES BATISSEURS DU CONGO;CD;Kinshasa;MONT-NGAFUL A;Lycée;P1979;Privé;2024-2025
COLLEGE SAINT JEAN BAPTISTE;CD;Kinshasa;LINGWALA;Lycée;P1980;Privé;2024-2025
COLLEGE SAINT JEAN BAPTISTE;CD;Kinshasa;LINGWALA;Lycée;P1980-196;Privé;2024-2025
COLLEGE SAINTJEAN BAPTISTE;CD;Kinshasa;LINGWALA;Lycée;P2000;Privé;2024-2025
COLLEGE SAINTJEAN BAPTISTE;CD;Kinshasa;LINGWALA;Lycée;P2000-198;Privé;2024-2025
COMPLEXE SCOLAIRE LA SOMMITE / SECONDAIRE;CD;Kinshasa;NGALIEMA;Lycée;P2003;Privé;2024-2025
COLLEGE ANGE GABRIEL;CD;Kinshasa;KINSHASA;École primaire;P2021;Privé;2024-2025
ECOLE MATERNELLE KING SAM SCHOOL;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P2041;Privé;2024-2025
ECOLE MATERNELLE CHRIST SAUVEUR;CD;Kinshasa;MONT-NGAFUL A;École maternelle;P2111;Privé;2024-2025
COMPLEXE SCOLAIRE LA CONSOLATRICE;CD;Kinshasa;MONT-NGAFUL A;École primaire;P2121;Privé;2024-2025
COMPLEXE SCOLAIRE L UNION/SECONDAIRE;CD;Kinshasa;KINSHASA;Lycée;P2126;Privé;2024-2025
ECOLE PRIMAIRE EIBK;CD;Kinshasa;GOMBE;École primaire;P2139;Privé;2024-2025
ECOLE MATERNELLE ECOLE INTERNATIONALE BILINGUE DE KINSHASA;CD;Kinshasa;GOMBE;École maternelle;P2162;Privé;2024-2025
COMPLEXE SCOLAIRE LE JOURDAIN;CD;Kinshasa;NGALIEMA;École maternelle;P2175;Privé;2024-2025
ECOLE MWAMBA;CD;Kinshasa;KINSHASA;École primaire;P2176;Privé;2024-2025
COMPLEXE SCOLAIRE MA FAMILLE;CD;Kinshasa;NGALIEMA;Lycée;P2179;Privé;2024-2025
INSTITUT TECHNIQUE MAT;CD;Kinshasa;NGALIEMA;Lycée;P2185;Privé;2024-2025
ECOLE CHRETIENNE DOXA;CD;Kinshasa;MONT-NGAFUL A;École primaire;P2196;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT ROMBAUT / PRIMAIRE;CD;Kinshasa;BARUMBU;École primaire;P2199;Privé;2024-2025
ECOLE CHRETIENNE LE JOURDAIN;CD;Kinshasa;NGALIEMA;École primaire;P2254;Privé;2024-2025
COMPLEXE SCOLAIRE BRIN D EVEIL;CD;Kinshasa;NGALIEMA;École primaire;P2289;Privé;2024-2025
COLLEGE SANTA MARIA;CD;Kinshasa;KINSHASA;École primaire;P2297;Privé;2024-2025
COMPLEXE SCOLAIRE DE L UNION SUD;CD;Kinshasa;KINSHASA;École maternelle;P2349;Privé;2024-2025
COMPLEXE SCOLAIRE DE L UNION;CD;Kinshasa;KINSHASA;École primaire;P2352;Privé;2024-2025
ECOLE PRIMAIRE SAINTETE;CD;Kinshasa;NGALIEMA;École primaire;P2353;Privé;2024-2025
COLLEGE SAINT DENIS;CD;Kinshasa;MONT-NGAFUL A;École primaire;P2357;Privé;2024-2025
COLLEGE SAINT JEAN BAPHILE;CD;Kinshasa;LINGWALA;Lycée;P2366;Privé;2024-2025
COLLEGE SAINT JEAN BAPHILE;CD;Kinshasa;LINGWALA;Lycée;P2366-221;Privé;2024-2025
COMPLEXE SCOLAIRE LOLIKI;CD;Kinshasa;LINGWALA;Lycée;P2367;Privé;2024-2025
COMPLEXE SCOLAIRE LOLIKI;CD;Kinshasa;LINGWALA;École primaire;P2369;Privé;2024-2025
ECOLE MATERNELLE THE WONDER SCHOOL;CD;Kinshasa;NGALIEMA;École maternelle;P2372;Privé;2024-2025
COMPLEXE SCOLAIRE LOBOLKONAYE;CD;Kinshasa;LINGWALA;Lycée;P2375;Privé;2024-2025
COMPLEXE SCOLAIRE IMANI;CD;Kinshasa;NGALIEMA;École maternelle;P2383;Privé;2024-2025
COMPLEXE SCOLAIRE IMANI;CD;Kinshasa;MONT-NGAFUL A;École primaire;P2386;Privé;2024-2025
COMPLEXE SCOLAIRE GILBERT;CD;Kinshasa;NGALIEMA;École maternelle;P2387;Privé;2024-2025
COMPLEXE SCOLAIRE BOPETOLI;CD;Kinshasa;NGALIEMA;École maternelle;P2392;Privé;2024-2025
COMPLEXE SCOLAIRE BOPETOLI;CD;Kinshasa;NGALIEMA;École primaire;P2393;Privé;2024-2025
COMPLEXE SCOLAIRE SAFI;CD;Kinshasa;NGALIEMA;École primaire;P2395;Privé;2024-2025
COLLEGE SAINT DAMIEN;CD;Kinshasa;NGALIEMA;École primaire;P2396;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT DAMIEN/SEC;CD;Kinshasa;NGALIEMA;Lycée;P2397;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT DAMIEN/SEC;CD;Kinshasa;NGALIEMA;Lycée;P2397-234;Privé;2024-2025
COMPLEXE SCOLAIRE ESPERANCE;CD;Kinshasa;NGALIEMA;École maternelle;P2407;Privé;2024-2025
COMPLEXE SCOLAIRE ESPERANCE;CD;Kinshasa;NGALIEMA;École primaire;P2409;Privé;2024-2025
GROUPE SCOLAIRE BASANTU;CD;Kinshasa;NGALIEMA;Lycée;P2415;Privé;2024-2025
GROUPE SCOLAIRE BASANTU;CD;Kinshasa;NGALIEMA;Lycée;P2415-238;Privé;2024-2025
COMPLEXE SCOLAIRE BAUDOUIN;CD;Kinshasa;NGALIEMA;École primaire;P2420;Privé;2024-2025
COMPLEXE SCOLAIRE BOZINDO;CD;Kinshasa;NGALIEMA;École primaire;P2423;Privé;2024-2025
COLLEGE YLIS;CD;Kinshasa;NGALIEMA;Lycée;P2424;Privé;2024-2025
COLLEGE MATER VITAE/SECONDAIRE;CD;Kinshasa;NGALIEMA;Lycée;P2426;Privé;2024-2025
COMPLEXE SCOLAIRE LES MESSAGERS;CD;Kinshasa;NGALIEMA;École maternelle;P2427;Privé;2024-2025
COMPLEXE SCOLAIRE GRACE A DIEU;CD;Kinshasa;NGALIEMA;École maternelle;P2428;Privé;2024-2025
COMPLEXE SCOLAIRE SAUVEUR CHRIST SEIGNEUR;CD;Kinshasa;NGALIEMA;École maternelle;P2432;Privé;2024-2025
COMPLEXE SCOLAIRE MUKANU;CD;Kinshasa;NGALIEMA;École maternelle;P2449;Privé;2024-2025
COMPLEXE SCOLAIRE SAINTE ELISABETH;CD;Kinshasa;NGALIEMA;École maternelle;P2450;Privé;2024-2025
COMPLEXE SCOLAIRE BASANTU/PRIMAIRE;CD;Kinshasa;NGALIEMA;École primaire;P2454;Privé;2024-2025
COMPLEXE SCOLAIRE HOSANA;CD;Kinshasa;NGALIEMA;École maternelle;P2455;Privé;2024-2025
COMPLEXE SCOLAIRE HOSANA;CD;Kinshasa;NGALIEMA;École primaire;P2456;Privé;2024-2025
COMPLEXE SCOLAIRE LES PETITS SAGES;CD;Kinshasa;LINGWALA;Lycée;P2458;Privé;2024-2025
COMPLEXE SCOLAIRE LES PETITS SAGES;CD;Kinshasa;LINGWALA;Lycée;P2458-252;Privé;2024-2025
COMPLEXE SCOLAIRE LONGO MAPAMBOLI;CD;Kinshasa;NGALIEMA;École maternelle;P2462;Privé;2024-2025
COMPLEXE SCOLAIRE MOBATELI;CD;Kinshasa;NGALIEMA;École primaire;P2470;Privé;2024-2025
INSTITUT MUKANU;CD;Kinshasa;NGALIEMA;Lycée;P2475;Privé;2024-2025
ECOLE PRIMAIRE 1 JULIO;CD;Kinshasa;NGALIEMA;École primaire;P2477;Privé;2024-2025
COMPLEXE SCOLAIRE LE BERGER;CD;Kinshasa;NGALIEMA;École maternelle;P2480;Privé;2024-2025
COMPLEXE SCOLAIRE FORTUNE;CD;Kinshasa;NGALIEMA;École primaire;P2481;Privé;2024-2025
COMPLEXE SCOLAIRE PUERI ANGELI;CD;Kinshasa;NGALIEMA;École maternelle;P2484;Privé;2024-2025
COLLEGE BOYOKANI;CD;Kinshasa;NGALIEMA;École primaire;P2486;Privé;2024-2025
GROUPE SCOLAIRE SAINT DAMIEN/PRIM;CD;Kinshasa;NGALIEMA;École maternelle;P2487;Privé;2024-2025
LYCEE EVEQUE FUMU MAPANDA / PRIMAIRE;CD;Kinshasa;NGALIEMA;École primaire;P2492;Privé;2024-2025
COLLEGE FR ZUZA;CD;Kinshasa;KINTAMBO;Lycée;P2497;Privé;2024-2025
COLLEGE ZUZA;CD;Kinshasa;KINTAMBO;École maternelle;P2498;Privé;2024-2025
COLLEGE FR ZUZA;CD;Kinshasa;NGALIEMA;École primaire;P2499;Privé;2024-2025
COMPLEXE SCOLAIRE MOLENDISI;CD;Kinshasa;NGALIEMA;École primaire;P2502;Privé;2024-2025
COMPLEXE SCOLAIRE LES HORTENSIAS;CD;Kinshasa;KINTAMBO;École maternelle;P2505;Privé;2024-2025
COMPLEXE SCOLAIRE LES HORTENSIAS;CD;Kinshasa;KINTAMBO;Lycée;P2508;Privé;2024-2025
COMPLEXE SCOLAIRE THE WONDER SCHOOL GROUP;CD;Kinshasa;KINTAMBO;Lycée;P2511;Privé;2024-2025
COMPLEXE SCOLAIRE THE WONDER SCHOOL GROUP;CD;Kinshasa;KINTAMBO;Lycée;P2511-270;Privé;2024-2025
COMPLEXE SCOLAIRE BOLAMU;CD;Kinshasa;BARUMBU;École primaire;P2527;Privé;2024-2025
COLLEGE SOURCE DU SAVOIR / PRIMAIRE;CD;Kinshasa;BARUMBU;École primaire;P2535;Privé;2024-2025
COMPLEXE SCOLAIRE SAINT MUKASA;CD;Kinshasa;NGALIEMA;École primaire;P2541;Privé;2024-2025
COMPLEXE SCOLAIRE FORTUNE;CD;Kinshasa;NGALIEMA;Lycée;P2557;Privé;2024-2025
COMPLEXE SCOLAIRE LA BORNE;CD;Kinshasa;NGALIEMA;Lycée;P2575;Privé;2024-2025
COLLEGE LA FONTAINE;CD;Kinshasa;NGALIEMA;École maternelle;P2581;Privé;2024-2025
COLLEGE DU SAVOIRI;CD;Kinshasa;NGALIEMA;École maternelle;P2582;Privé;2024-2025
ECOLE MATERNELLE BOBOTO;CD;Kinshasa;GOMBE;École maternelle;P2615;Privé;2024-2025
COMPLEXE SCOLAIRE MAMA LOKOLE;CD;Kinshasa;LINGWALA;Lycée;P2837;Privé;2024-2025
COMPLEXE SCOLAIRE MAMA LOKOLE;CD;Kinshasa;LINGWALA;Lycée;P2837-280;Privé;2024-2025
COMPLEXE SCOLAIRE HEBRONE;CD;Kinshasa;NGALIEMA;École primaire;P2846;Privé;2024-2025
