nom;pays;region;localite;type_etab;code_etab;regime;annee_scolaire
Aderbissinat publique;NE;Agadez;ADEBISSANAT;École primaire;NE-101012001;Public;2021-2022
Marendet;NE;Agadez;ADEBISSANAT;École primaire;NE-101012002;Public;2021-2022
Tchintaborak Sud;NE;Agadez;ADEBISSANAT;École primaire;NE-101012003;Public;2021-2022
Abalama;NE;Agadez;ADEBISSANAT;École primaire;NE-101012004;Public;2021-2022
Tadibène;NE;Agadez;ADEBISSANAT;École primaire;NE-101012005;Public;2021-2022
Tagdofat;NE;Agadez;ADEBISSANAT;École primaire;NE-101012006;Public;2021-2022
Anialé;NE;Agadez;ADEBISSANAT;École primaire;NE-101012007;Public;2021-2022
Tougblana;NE;Agadez;ADEBISSANAT;École primaire;NE-101012008;Public;2021-2022
Aghalal N'garan;NE;Agadez;ADEBISSANAT;École primaire;NE-101012009;Public;2021-2022
Echia;NE;Agadez;ADEBISSANAT;École primaire;NE-101012010;Public;2021-2022
Fouta;NE;Agadez;ADEBISSANAT;École primaire;NE-101012011;Public;2021-2022
Tchinabro;NE;Agadez;ADEBISSANAT;École primaire;NE-101012012;Public;2021-2022
Amesdénine 1;NE;Agadez;ADEBISSANAT;École primaire;NE-101012013;Public;2021-2022
Eknawane;NE;Agadez;ADEBISSANAT;École primaire;NE-101012014;Public;2021-2022
Tiguidit;NE;Agadez;ADEBISSANAT;École primaire;NE-101012015;Public;2021-2022
Inzighanane;NE;Agadez;ADEBISSANAT;École primaire;NE-101012016;Public;2021-2022
Tchoughass;NE;Agadez;ADEBISSANAT;École primaire;NE-101012017;Public;2021-2022
Medersa Tchimbilghan;NE;Agadez;ADEBISSANAT;École primaire;NE-101012019;Public;2021-2022
Echker;NE;Agadez;ADEBISSANAT;École primaire;NE-101012020;Public;2021-2022
Intarakat Inissili;NE;Agadez;ADEBISSANAT;École primaire;NE-101012021;Public;2021-2022
Medersa Madina;NE;Agadez;ADEBISSANAT;École primaire;NE-101012022;Public;2021-2022
Tchinagarof 1;NE;Agadez;ADEBISSANAT;École primaire;NE-101012023;Public;2021-2022
Kouri Dentess;NE;Agadez;ADEBISSANAT;École primaire;NE-101012025;Public;2021-2022
Medersa Tétoukounout;NE;Agadez;ADEBISSANAT;École primaire;NE-101012026;Public;2021-2022
Galadima Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012027;Public;2021-2022
Intarakat Tchinissifrad;NE;Agadez;ADEBISSANAT;École primaire;NE-101012028;Public;2021-2022
Medersa Bourgoutan;NE;Agadez;ADEBISSANAT;École primaire;NE-101012029;Public;2021-2022
Medersa Tchintaborak;NE;Agadez;ADEBISSANAT;École primaire;NE-101012030;Public;2021-2022
Tchimbilghan traditionnel;NE;Agadez;ADEBISSANAT;École primaire;NE-101012031;Public;2021-2022
Baggo Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012033;Public;2021-2022
Medersa Guermawane;NE;Agadez;ADEBISSANAT;École primaire;NE-101012034;Public;2021-2022
Wadata medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012035;Public;2021-2022
Tchillilène /Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012036;Public;2021-2022
Eguef;NE;Agadez;ADEBISSANAT;École primaire;NE-101012037;Public;2021-2022
Anoussa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012042;Public;2021-2022
Effeynatess;NE;Agadez;ADEBISSANAT;École primaire;NE-101012043;Public;2021-2022
Fourkouk;NE;Agadez;ADEBISSANAT;École primaire;NE-101012044;Public;2021-2022
Imboraghane;NE;Agadez;ADEBISSANAT;École primaire;NE-101012045;Public;2021-2022
Medersa Soukoumour;NE;Agadez;ADEBISSANAT;École primaire;NE-101012046;Public;2021-2022
Tchinagarof 2;NE;Agadez;ADEBISSANAT;École primaire;NE-101012047;Public;2021-2022
Tillia;NE;Agadez;ADEBISSANAT;École primaire;NE-101012048;Public;2021-2022
Toudoun Fédou;NE;Agadez;ADEBISSANAT;École primaire;NE-101012049;Public;2021-2022
Akawal Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012050;Public;2021-2022
Barka;NE;Agadez;ADEBISSANAT;École primaire;NE-101012051;Public;2021-2022
Edibig 2;NE;Agadez;ADEBISSANAT;École primaire;NE-101012052;Public;2021-2022
Idib;NE;Agadez;ADEBISSANAT;École primaire;NE-101012054;Public;2021-2022
Inkadéwane Ouest;NE;Agadez;ADEBISSANAT;École primaire;NE-101012055;Public;2021-2022
Intiza touareg;NE;Agadez;ADEBISSANAT;École primaire;NE-101012056;Public;2021-2022
Noussa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012057;Public;2021-2022
Toumboulaga;NE;Agadez;ADEBISSANAT;École primaire;NE-101012058;Public;2021-2022
Tounkou;NE;Agadez;ADEBISSANAT;École primaire;NE-101012059;Public;2021-2022
Zargaw 1;NE;Agadez;ADEBISSANAT;École primaire;NE-101012060;Public;2021-2022
Medersa Aderbissinat;NE;Agadez;ADEBISSANAT;École primaire;NE-101012061;Public;2021-2022
Kirifitchi;NE;Agadez;ADEBISSANAT;École primaire;NE-101012064;Public;2021-2022
Medersa Ezawzaw;NE;Agadez;ADEBISSANAT;École primaire;NE-101012065;Public;2021-2022
Medersa Malam Biyo;NE;Agadez;ADEBISSANAT;École primaire;NE-101012067;Public;2021-2022
Tanalher Privée;NE;Agadez;ADEBISSANAT;École primaire;NE-101012068;Privé;2021-2022
Tillichamit;NE;Agadez;ADEBISSANAT;École primaire;NE-101012069;Public;2021-2022
Abachara;NE;Agadez;ADEBISSANAT;École primaire;NE-101012070;Public;2021-2022
Amesdénine 2;NE;Agadez;ADEBISSANAT;École primaire;NE-101012071;Public;2021-2022
Effartay;NE;Agadez;ADEBISSANAT;École primaire;NE-101012073;Public;2021-2022
Emakass Ifi;NE;Agadez;ADEBISSANAT;École primaire;NE-101012074;Public;2021-2022
Garmaga;NE;Agadez;ADEBISSANAT;École primaire;NE-101012076;Public;2021-2022
Guermawane traditionnel;NE;Agadez;ADEBISSANAT;École primaire;NE-101012077;Public;2021-2022
Illa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012078;Public;2021-2022
Inkadéwane Est;NE;Agadez;ADEBISSANAT;École primaire;NE-101012080;Public;2021-2022
Intirza peul;NE;Agadez;ADEBISSANAT;École primaire;NE-101012081;Public;2021-2022
Sabon gari Aderbissinat/M;NE;Agadez;ADEBISSANAT;École primaire;NE-101012083;Public;2021-2022
Aderbissinat château;NE;Agadez;ADEBISSANAT;École primaire;NE-101012085;Public;2021-2022
Aderbissinat quartier;NE;Agadez;ADEBISSANAT;École primaire;NE-101012086;Public;2021-2022
Binané;NE;Agadez;ADEBISSANAT;École primaire;NE-101012087;Public;2021-2022
Ikiwat medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012088;Public;2021-2022
Medersa Effeywacharan;NE;Agadez;ADEBISSANAT;École primaire;NE-101012089;Public;2021-2022
Sabon gari Koré Aderbissinat/M;NE;Agadez;ADEBISSANAT;École primaire;NE-101012091;Public;2021-2022
Kizibzibi;NE;Agadez;ADEBISSANAT;École primaire;NE-101012093;Public;2021-2022
Medersa Effeywacharan Jackou;NE;Agadez;ADEBISSANAT;École primaire;NE-101012094;Public;2021-2022
Echker Saboua;NE;Agadez;ADEBISSANAT;École primaire;NE-101012095;Public;2021-2022
Akasamsam;NE;Agadez;ADEBISSANAT;École primaire;NE-101012096;Public;2021-2022
Intawaghré;NE;Agadez;ADEBISSANAT;École primaire;NE-101012097;Public;2021-2022
Intidénawane;NE;Agadez;ADEBISSANAT;École primaire;NE-101012098;Public;2021-2022
Absigh;NE;Agadez;ADEBISSANAT;École primaire;NE-101012099;Public;2021-2022
Ader Nakafir;NE;Agadez;ADEBISSANAT;École primaire;NE-101012100;Public;2021-2022
Yogga;NE;Agadez;ADEBISSANAT;École primaire;NE-101012102;Public;2021-2022
Agharouss Est;NE;Agadez;ADEBISSANAT;École primaire;NE-101012103;Public;2021-2022
Amestirikad Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012104;Public;2021-2022
Ekawel;NE;Agadez;ADEBISSANAT;École primaire;NE-101012105;Public;2021-2022
Ekilfi Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012106;Public;2021-2022
Ekilfi Traditionnelle;NE;Agadez;ADEBISSANAT;École primaire;NE-101012107;Public;2021-2022
Tajabène Forage;NE;Agadez;ADEBISSANAT;École primaire;NE-101012110;Public;2021-2022
Tarissat Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012111;Public;2021-2022
Tchighal Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012112;Public;2021-2022
Tchinagarof Malik;NE;Agadez;ADEBISSANAT;École primaire;NE-101012113;Public;2021-2022
Touroufe Medersa;NE;Agadez;ADEBISSANAT;École primaire;NE-101012114;Public;2021-2022
Ibrahim Oumarou;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012001;Public;2021-2022
Médersa Check Bahari Tanodé;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012002;Public;2021-2022
Obitara I;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012003;Public;2021-2022
Rhony Issoufou I;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012004;Public;2021-2022
Gondji;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012006;Public;2021-2022
Mixte I;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012007;Public;2021-2022
Aéroport;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012008;Public;2021-2022
Bilingue /Toudou;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012011;Public;2021-2022
Neuve Mixte;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012013;Public;2021-2022
Katanga;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012016;Public;2021-2022
Ekirkiwi;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012020;Public;2021-2022
Imbakatan;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012026;Public;2021-2022
Tchibnitène;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012029;Public;2021-2022
Médersa Oumourdan Maghass;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012034;Public;2021-2022
Tajajarate;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012035;Public;2021-2022
Medersa Toudou;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012039;Public;2021-2022
Mamar Privée;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012050;Privé;2021-2022
Mixte II;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012058;Public;2021-2022
Obitara II;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012059;Public;2021-2022
Rhony Issoufou II;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012060;Public;2021-2022
Médersa Amaréwat;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012072;Public;2021-2022
Camp FAN;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012075;Public;2021-2022
Obitara III;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012100;Public;2021-2022
DAGMANETT 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012009;Public;2021-2022
DAGMANETT 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012015;Public;2021-2022
ABALANE 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012018;Public;2021-2022
MEDERSA  DAGMANETT 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012022;Public;2021-2022
DAGMANETT 4;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012031;Public;2021-2022
EKIRKIWI IMBIZGAN;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012043;Public;2021-2022
MED DAGMANETT 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012044;Public;2021-2022
NEUVE TOUDOU;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012045;Public;2021-2022
MED DARI;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012049;Public;2021-2022
MED ABALANE;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012051;Public;2021-2022
ABALANE 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012053;Public;2021-2022
DAGMANET 5;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012054;Public;2021-2022
DAGMANET 6;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012055;Public;2021-2022
ATS1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012062;Public;2021-2022
DARI TRADITIONNELLE;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012063;Public;2021-2022
DAGMANETT 9;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012077;Public;2021-2022
CSP Sarho;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012081;Privé;2021-2022
ATS2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012082;Public;2021-2022
ABALANE 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012083;Public;2021-2022
MED DAGMANETT 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012084;Public;2021-2022
CSP Akolimi;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012088;Privé;2021-2022
MED DAGMANETT 4;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012096;Public;2021-2022
CSP Gaâssa;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012097;Privé;2021-2022
ENI ANNEXE;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012098;Public;2021-2022
Alarcès;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012005;Public;2021-2022
Emoud Dangana 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012010;Public;2021-2022
Abzine 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012012;Public;2021-2022
Médersa Sabon Gari;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012014;Public;2021-2022
Sabon Gari 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012017;Public;2021-2022
Tadalanfayte;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012024;Public;2021-2022
Abzine 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012025;Public;2021-2022
Tchiguefène;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012030;Public;2021-2022
Médersa Omar Ben H;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012033;Public;2021-2022
Alikinkin;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012036;Public;2021-2022
Azamalan;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012037;Public;2021-2022
Médersa Aladab;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012038;Public;2021-2022
CSP Salama;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012046;Privé;2021-2022
Privé Oasis;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012047;Privé;2021-2022
Abzine 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012061;Public;2021-2022
Emoud Dangana 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012064;Public;2021-2022
Sabon Gari 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012065;Public;2021-2022
Camp des Gardes;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012066;Public;2021-2022
Privé Ibini Abass;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012067;Privé;2021-2022
CSP. la Joie des enfants;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012076;Privé;2021-2022
Médersa Abzine;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012078;Public;2021-2022
Médersa Toudoun Billa;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012085;Public;2021-2022
Abzine 4;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012086;Public;2021-2022
Abzine 5;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012090;Public;2021-2022
Tekazamt;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012094;Public;2021-2022
Sabon Gari 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012099;Public;2021-2022
DAGMANETT 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012019;Public;2021-2022
Ourey;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012021;Public;2021-2022
M/ Tassak'Intalamt;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012023;Public;2021-2022
NASSARAOUA;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012027;Public;2021-2022
Tassak'Intalamt;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012028;Public;2021-2022
M/ Aéroport 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012032;Public;2021-2022
M/ Daroul-Quoran;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012040;Public;2021-2022
M/ MISRATA1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012041;Public;2021-2022
Privée Tarbiya;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012042;Privé;2021-2022
Inebizguine;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012048;Public;2021-2022
Mai Adoua;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012052;Public;2021-2022
DAGMANETT 7;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012056;Public;2021-2022
MISRATA 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012057;Public;2021-2022
M/ MISRATA 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012068;Public;2021-2022
M/ TADRESS 1;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012069;Public;2021-2022
MISRATA 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012070;Public;2021-2022
DAGMANETT 8;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012071;Public;2021-2022
Privée Tadress;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012073;Privé;2021-2022
Privée Ben Sallah;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012074;Privé;2021-2022
MISRATA 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012079;Public;2021-2022
SALKHAD;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012080;Public;2021-2022
M/ Aéroport 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012087;Public;2021-2022
TADRESS PUBLIQUE;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012089;Public;2021-2022
ALWAT;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012091;Public;2021-2022
M/ TADRESS 2;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012092;Public;2021-2022
MISRATA 4;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012093;Public;2021-2022
M/ TADRESS 3;NE;Agadez;AGADEZ  COMMUNE;École primaire;NE-102012095;Public;2021-2022
ARLIT QUARTIER 1;NE;Agadez;ARLIT;École primaire;NE-103012003;Public;2021-2022
ARLIT MEDERSA 1;NE;Agadez;ARLIT;École primaire;NE-103012006;Public;2021-2022
MADAWELA;NE;Agadez;ARLIT;École primaire;NE-103012008;Public;2021-2022
NOUVEAUX CARRES 1(ARLIT NVX CARRES 1);NE;Agadez;ARLIT;École primaire;NE-103021078;Public;2021-2022
ARLIT CENTRE;NE;Agadez;ARLIT;École primaire;NE-103012012;Public;2021-2022
ARLIT SUD 1;NE;Agadez;ARLIT;École primaire;NE-103012014;Public;2021-2022
Ecole  AIR(CSP );NE;Agadez;ARLIT;École primaire;NE-103012024;Privé;2021-2022
CARRES SNTN I(ARLIT CARRES SNTN);NE;Agadez;ARLIT;École primaire;NE-103012032;Public;2021-2022
MEDERSA IV ARLIT BOUKOKI SUD(EX ARLIT MEDERSA 4 BKKI);NE;Agadez;ARLIT;École primaire;NE-103012037;Public;2021-2022
NOUVEAUX CARRES 2(ARLIT NVX CARRES 2);NE;Agadez;ARLIT;École primaire;NE-103012042;Public;2021-2022
ARLIT QUARTIER 2;NE;Agadez;ARLIT;École primaire;NE-103012043;Public;2021-2022
ARLIT SUD 2;NE;Agadez;ARLIT;École primaire;NE-103012044;Public;2021-2022
ARLIT SUD 3;NE;Agadez;ARLIT;École primaire;NE-103012052;Public;2021-2022
NOUVEAUX CARRES(ARLIT NVX CARRES 3);NE;Agadez;ARLIT;École primaire;NE-103012054;Public;2021-2022
CSP / HINDA;NE;Agadez;ARLIT;École primaire;NE-103012060;Privé;2021-2022
U.R.C (EX J/E I);NE;Agadez;ARLIT;École primaire;NE-103012073;Public;2021-2022
ARLIT PUBLIQUE 1;NE;Agadez;ARLIT;École primaire;NE-103012001;Public;2021-2022
NOUVEAU MARCHE 1;NE;Agadez;ARLIT;École primaire;NE-103012005;Public;2021-2022
ARLIT OUEST1;NE;Agadez;ARLIT;École primaire;NE-103012011;Public;2021-2022
ARLIT BOUKOKI NORD1;NE;Agadez;ARLIT;École primaire;NE-103012018;Public;2021-2022
TARAT PRIMAIRE;NE;Agadez;ARLIT;École primaire;NE-103012023;Privé;2021-2022
ARLIT BOUKOKI 2;NE;Agadez;ARLIT;École primaire;NE-103012031;Public;2021-2022
MEDERSA 2 OPVN;NE;Agadez;ARLIT;École primaire;NE-103012033;Public;2021-2022
MEDERSA 3 BOUKOKI NORD;NE;Agadez;ARLIT;École primaire;NE-103012034;Public;2021-2022
TCHINGALENE;NE;Agadez;ARLIT;École primaire;NE-103012036;Public;2021-2022
ARLIT OUEST2;NE;Agadez;ARLIT;École primaire;NE-103012045;Public;2021-2022
NOUVEAU MARCHE 2;NE;Agadez;ARLIT;École primaire;NE-103012046;Public;2021-2022
ARLIT BOUKOKI NORD2;NE;Agadez;ARLIT;École primaire;NE-103012047;Public;2021-2022
ARLIT PUBLIQUE 2;NE;Agadez;ARLIT;École primaire;NE-103012048;Public;2021-2022
ARLIT EST;NE;Agadez;ARLIT;École primaire;NE-103012051;Public;2021-2022
ARLIT BOUKOKI 3;NE;Agadez;ARLIT;École primaire;NE-103012058;Public;2021-2022
MEDERSA 5 TAWALALA;NE;Agadez;ARLIT;École primaire;NE-103012061;Public;2021-2022
Arlit Boukoki 4;NE;Agadez;ARLIT;École primaire;NE-103012074;Public;2021-2022
Arlit Boukoki Nord 3;NE;Agadez;ARLIT;École primaire;NE-103012075;Public;2021-2022
Akokan Publique 1;NE;Agadez;ARLIT;École primaire;NE-103012004;Public;2021-2022
Akokan Quartier 1;NE;Agadez;ARLIT;École primaire;NE-103012009;Public;2021-2022
Akokan Nord 1;NE;Agadez;ARLIT;École primaire;NE-103012013;Public;2021-2022
Medersa 1 Akokan;NE;Agadez;ARLIT;École primaire;NE-103012016;Public;2021-2022
Akokan Sud 1;NE;Agadez;ARLIT;École primaire;NE-103012017;Public;2021-2022
Akokan Boukoki Nord;NE;Agadez;ARLIT;École primaire;NE-103012020;Public;2021-2022
Medersa 2 Akokan;NE;Agadez;ARLIT;École primaire;NE-103012026;Public;2021-2022
Primaire Privé Tagora;NE;Agadez;ARLIT;École primaire;NE-103012030;Privé;2021-2022
Taslimt;NE;Agadez;ARLIT;École primaire;NE-103012035;Public;2021-2022
Akokan Est;NE;Agadez;ARLIT;École primaire;NE-103012038;Public;2021-2022
Akokan Nord 2;NE;Agadez;ARLIT;École primaire;NE-103012039;Public;2021-2022
Akokan Quartier 2;NE;Agadez;ARLIT;École primaire;NE-103012040;Public;2021-2022
Akokan Sud 2;NE;Agadez;ARLIT;École primaire;NE-103012041;Public;2021-2022
MEDERSA BAGDAD;NE;Agadez;ARLIT;École primaire;NE-103012049;Public;2021-2022
Akokan Madina 1;NE;Agadez;ARLIT;École primaire;NE-103012053;Public;2021-2022
Akokan Publique 2;NE;Agadez;ARLIT;École primaire;NE-103012057;Public;2021-2022
Akokan Madina 2;NE;Agadez;ARLIT;École primaire;NE-103012063;Public;2021-2022
INGUILLACHANE;NE;Agadez;GOUGARAM;École primaire;NE-103032068;Public;2021-2022
TCHINGHASSANE;NE;Agadez;GOUGARAM;École primaire;NE-103032069;Public;2021-2022
EZIL;NE;Agadez;ARLIT;École primaire;NE-103012070;Public;2021-2022
TCHISSAWALENE;NE;Agadez;ARLIT;École primaire;NE-103012071;Public;2021-2022
AKOKAN PUB 3;NE;Agadez;ARLIT;École primaire;NE-103012072;Public;2021-2022
AGUELAL AKOKAN;NE;Agadez;ARLIT;École primaire;NE-103012077;Public;2021-2022
Akokan Nord 3;NE;Agadez;ARLIT;École primaire;NE-103012076;Public;2021-2022
Bilma Centre;NE;Agadez;BILMA;École primaire;NE-104012001;Public;2021-2022
Bilma Medersa;NE;Agadez;BILMA;École primaire;NE-104012002;Public;2021-2022
Bilma Tsololo;NE;Agadez;BILMA;École primaire;NE-104012003;Public;2021-2022
Agueur;NE;Agadez;BILMA;École primaire;NE-104012004;Public;2021-2022
Zoobaba;NE;Agadez;BILMA;École primaire;NE-104012005;Public;2021-2022
Bilma Dadick;NE;Agadez;BILMA;École primaire;NE-104012006;Public;2021-2022
Aoudaras;NE;Agadez;DABAGA;École primaire;NE-107012001;Public;2021-2022
El-Mecki;NE;Agadez;DABAGA;École primaire;NE-107012002;Public;2021-2022
Dabaga;NE;Agadez;DABAGA;École primaire;NE-107012003;Public;2021-2022
Isseghseghan;NE;Agadez;DABAGA;École primaire;NE-107012004;Public;2021-2022
Indoudou;NE;Agadez;DABAGA;École primaire;NE-107012005;Public;2021-2022
Ibatan;NE;Agadez;DABAGA;École primaire;NE-107012006;Public;2021-2022
Boughoul 1;NE;Agadez;DABAGA;École primaire;NE-107012007;Public;2021-2022
Assada;NE;Agadez;DABAGA;École primaire;NE-107012008;Public;2021-2022
Batarmatas;NE;Agadez;DABAGA;École primaire;NE-107012009;Public;2021-2022
Tassalam Salam;NE;Agadez;DABAGA;École primaire;NE-107012010;Public;2021-2022
Tchilizdag;NE;Agadez;DABAGA;École primaire;NE-107012011;Public;2021-2022
Boughoul 2;NE;Agadez;DABAGA;École primaire;NE-107012012;Public;2021-2022
Tegoumak;NE;Agadez;DABAGA;École primaire;NE-107012013;Public;2021-2022
Baital;NE;Agadez;DABAGA;École primaire;NE-107012014;Public;2021-2022
Guissat;NE;Agadez;DABAGA;École primaire;NE-107012015;Public;2021-2022
Intabangawene;NE;Agadez;DABAGA;École primaire;NE-107012016;Public;2021-2022
N' wabarem;NE;Agadez;DABAGA;École primaire;NE-107012017;Public;2021-2022
Tebagaou;NE;Agadez;DABAGA;École primaire;NE-107012018;Public;2021-2022
Mararaba Aoudaras;NE;Agadez;DABAGA;École primaire;NE-107012019;Public;2021-2022
Tifrighat 1;NE;Agadez;DABAGA;École primaire;NE-107012020;Public;2021-2022
Eris N'EGOUR;NE;Agadez;DABAGA;École primaire;NE-107012021;Public;2021-2022
Azannimguir/M;NE;Agadez;DABAGA;École primaire;NE-107012022;Public;2021-2022
Irinwalam;NE;Agadez;DABAGA;École primaire;NE-107012023;Public;2021-2022
Tanout N' Haidara;NE;Agadez;DABAGA;École primaire;NE-107012024;Public;2021-2022
Ighizran Malolen;NE;Agadez;DABAGA;École primaire;NE-107012025;Public;2021-2022
Intatate;NE;Agadez;DABAGA;École primaire;NE-107012026;Public;2021-2022
Bouloumbouk/M;NE;Agadez;DABAGA;École primaire;NE-107012027;Public;2021-2022
Inwazeidi;NE;Agadez;DABAGA;École primaire;NE-107012028;Public;2021-2022
